,Emp ID,Name,DOB,SSN,State
440,484,Gregory Morales,1960-08-21,221-92-5605,Colorado
441,50,Alyssa Wall,1964-08-24,277-84-2643,Washington
442,533,Cynthia Garcia,1960-11-11,553-04-2024,Idaho
443,611,Amber Williams,1969-12-03,425-23-7515,New Mexico
444,563,Steve Stark,1957-07-02,695-80-7390,Michigan
445,562,Charles Baird,1968-02-29,460-89-2710,Florida
446,559,Mackenzie Hall,1990-02-28,715-66-6862,Alabama
447,481,Aaron King,1964-05-29,760-94-8792,South Dakota
448,195,Joshua Perez,1984-02-08,361-39-1226,Georgia
449,186,Alexander Valdez,1975-10-24,426-12-7833,North Dakota
450,160,Ashley Santos,1983-06-18,242-96-4884,Alabama
451,143,Joshua Stephens,1988-04-11,667-51-9528,Vermont
452,492,Steven Long,1994-08-18,886-15-4594,Texas
453,6,Jack Jackson,1975-07-05,649-66-4734,New York
454,88,Roberto Leonard,1992-01-20,605-26-8779,Massachusetts
455,161,Michael Park,1981-06-05,521-79-4033,New Mexico
456,83,Carl Reeves,1965-12-11,600-56-8325,Louisiana
457,254,Paul Lee,1976-07-22,144-04-7697,Indiana
458,464,Kathryn Ramirez,1960-08-04,631-46-0099,Ohio
459,284,Daniel Medina,1973-10-31,486-97-8215,Mississippi
460,25,Jesse Gomez,1961-01-30,296-37-3664,South Carolina
461,218,Brandon Good,1991-08-01,186-85-5586,Virginia
462,99,Sandra Suarez,1974-06-08,750-33-7890,Georgia
463,356,Jeffrey Stevenson,1957-12-07,382-94-3851,Connecticut
464,317,Richard Mcdonald,1957-02-21,631-87-8008,North Dakota
465,229,Joanna Castillo,1984-03-07,296-96-1576,Indiana
466,581,Angelica Reyes,1992-06-06,721-94-7139,Arkansas
467,452,Jennifer Wright,1976-03-06,827-76-3901,New Mexico
468,518,James Porter,1957-06-30,278-06-1319,California
469,479,Krystal Brown,1961-01-31,151-43-8909,Texas
470,245,Christopher Reyes,1981-02-01,288-39-4713,Indiana
471,653,Luis Lewis,1965-07-18,011-71-3601,Hawaii
472,19,Lynn Owens,1985-03-24,412-70-8776,Rhode Island
473,650,Anthony Phillips,1960-12-12,230-99-3754,New Jersey
474,137,Jessica Mcdonald,1970-12-29,161-42-2911,Mississippi
475,619,Michelle Allen,1972-09-13,282-12-8147,Tennessee
476,654,Victor Webb,1959-01-17,432-20-2267,Tennessee
477,201,Martin Melton,1972-04-06,412-73-7978,New York
478,165,Pamela Miles,1962-11-15,514-94-5312,North Carolina
479,310,Christopher Compton,1958-09-05,372-23-6855,South Carolina
480,141,Annette Rice,1959-03-15,167-50-1866,Florida
481,600,Travis Meza,1974-01-10,847-31-4313,New Jersey
482,529,Brian Baker,1976-07-28,217-64-2839,Illinois
483,369,Sharon Lee,1967-10-23,400-59-7596,Delaware
484,32,Brian Sparks,1967-02-14,109-81-8194,Hawaii
485,522,Dana Ryan,1962-10-10,355-91-3761,Virginia
486,651,Maria Stevens,1958-05-12,727-25-9113,California
487,608,Julia Berry,1960-06-17,013-24-3759,New Hampshire
488,336,Sarah Williams,1964-09-12,722-12-3882,Iowa
489,516,Trevor Short,1980-07-29,417-96-2488,North Dakota
490,514,Michael Johnson,1962-04-11,215-59-6015,Maine
491,426,Louis Cross,1959-11-13,066-43-7111,Colorado
492,497,Ryan Smith,1964-04-24,861-78-2228,Oklahoma
493,468,Joan Carter,1964-01-06,172-87-8092,Kentucky
494,24,Karen Franklin,1967-06-17,808-19-4888,Vermont
495,221,Christian Palmer,1992-04-30,492-66-6104,Alabama
496,217,Kristopher Smith,1982-10-20,070-10-3545,Hawaii
497,399,Cheryl Velez,1963-07-21,565-39-3300,Tennessee
498,285,Jeffrey Harris,1993-12-20,445-91-9625,Mississippi
499,21,Jamie Doyle,1984-06-11,031-79-1529,Nevada
500,447,Adam Sims,1973-12-20,837-82-6337,Idaho
501,601,Joshua Griffith,1984-08-01,331-62-3344,Hawaii
502,378,Donald Koch,1989-10-02,326-51-5788,Connecticut
503,548,Wendy Leonard,1957-03-18,554-73-7962,Hawaii
504,42,Dana Hubbard,1980-08-06,747-30-4700,Florida
505,344,Brett Carson,1970-02-27,015-87-5338,Oklahoma
506,252,Erica Peters,1980-11-05,480-62-0341,South Carolina
507,428,William Carter,1989-01-31,310-44-1954,Vermont
508,220,Karen Taylor,1986-01-29,351-35-6243,Arizona
509,118,Virginia Cobb,1978-12-04,113-71-9307,Michigan
510,618,Tamara Watson,1968-08-18,800-36-6329,New Jersey
511,370,John Middleton,1983-07-24,087-98-7354,Oregon
512,23,Alex Cruz,1964-12-23,539-59-4744,Connecticut
513,511,Theresa Crawford,1973-01-08,723-67-9276,Illinois
514,43,Glenn Chavez,1970-11-29,031-56-5246,Nebraska
515,311,Carrie Davis,1963-07-16,278-60-7399,Wisconsin
516,136,Michael Haynes,1974-09-13,310-34-3346,Nebraska
517,72,Michele Arellano,1981-04-12,140-45-5875,Indiana
518,65,Gina Stevens,1992-04-05,837-93-2359,Pennsylvania
519,577,Elizabeth Hatfield,1959-04-07,207-97-7821,New Mexico
520,35,Michael Reyes,1958-07-21,599-75-1842,Florida
521,296,Spencer Wilson,1959-09-18,222-97-7753,Indiana
522,578,Kevin Smith,1992-08-26,256-43-8582,Indiana
523,98,Steven Giles,1980-11-19,745-28-2061,Virginia
524,569,Mario Butler,1979-05-03,799-72-3035,Massachusetts
525,248,Billy Romero,1958-01-29,506-37-3100,Vermont
526,433,Katie Miller,1970-07-09,592-79-7579,Massachusetts
527,307,William Salinas,1983-04-24,798-02-6013,Missouri
528,398,Kendra Alvarado,1957-10-07,140-27-0633,California
529,60,Kimberly Wright,1979-03-20,046-99-9022,Ohio
530,282,Judy Nelson,1968-10-17,463-45-2012,Nevada
531,436,Alexandra Golden,1978-04-08,796-59-3418,North Dakota
532,318,Patricia Park,1965-07-28,242-02-5775,Colorado
533,494,Kylie Chavez,1965-01-10,121-23-3816,Connecticut
534,644,Randy Edwards,1980-06-29,474-37-9087,Oregon
535,413,Glenda Hebert,1987-05-18,009-70-7625,New York
536,345,Erin Garrett,1980-04-29,445-78-5815,South Dakota
537,123,Donna Floyd,1957-03-30,213-94-1819,South Dakota
538,208,Brandon Watson,1974-02-12,639-72-3375,Pennsylvania
539,346,Paul Patterson,1985-02-22,489-14-4729,Pennsylvania
540,385,Hannah Henderson,1960-12-21,601-07-5897,Pennsylvania
541,454,Autumn Smith,1974-07-24,319-05-7279,California
542,209,Steven Contreras,1986-05-31,772-14-6852,Delaware
543,271,Miguel Russell,1986-09-25,492-82-0302,Utah
544,152,Kim Martin,1964-08-03,437-69-3452,South Carolina
545,283,Heidi Proctor,1993-01-31,105-66-9545,Ohio
546,592,Nicholas May,1976-06-19,713-28-8728,Kansas
547,469,Michael Nunez,1982-06-22,733-29-9379,West Virginia
548,306,Gregory Bowen,1981-07-05,122-76-1510,Ohio
549,237,Jennifer Juarez,1969-06-30,272-83-9009,Oklahoma
550,457,April Williamson,1990-10-25,285-24-8318,Kansas
551,293,Francisco Smith,1972-08-12,719-72-1836,North Dakota
552,374,Roger Taylor,1975-11-02,484-71-6293,Georgia
553,276,Gabriela Williams,1976-01-10,084-38-5792,Arizona
554,112,Stephanie Pittman,1965-12-05,444-68-0840,Maryland
555,333,Sarah Porter,1962-08-09,079-50-3997,Arizona
556,546,Ernest Cooper,1971-09-24,890-48-2003,New Jersey
557,496,Alexandra Fisher,1976-03-06,239-41-2206,Alaska
558,504,Henry Turner,1984-11-20,004-03-7954,Oklahoma
559,126,Charles Rogers,1984-08-31,667-72-8407,Nevada
560,418,Keith Lynch,1988-02-26,416-90-4803,Iowa
561,566,Lindsay Bowman,1972-08-24,344-18-8895,Alabama
562,249,Jennifer Lutz,1990-07-05,232-24-2943,Rhode Island
563,624,Mark Mills,1962-11-20,316-16-7406,Arkansas
564,358,Dawn Thomas,1960-08-05,043-89-0942,North Carolina
565,197,Keith Tyler,1975-05-10,762-27-7953,Missouri
566,538,Joseph Smith,1960-03-12,481-53-3836,Louisiana
567,164,Michael Dudley,1966-03-10,523-72-3459,South Dakota
568,450,Blake Bowman,1961-01-17,838-01-8076,North Dakota
569,602,Amy Graves,1994-08-22,848-22-9448,South Carolina
570,239,Robert Hill,1968-10-03,724-50-8902,Arkansas
571,627,Robert Davis,1988-08-13,075-44-5405,Maryland
572,459,Tammy Horton,1981-03-06,121-09-0677,Rhode Island
573,394,Allison Watkins,1992-03-27,133-74-1605,Nevada
574,554,James Mathis,1989-11-29,387-64-3276,Iowa
575,90,Sabrina Shelton,1958-02-03,442-21-2668,Idaho
576,364,Rachel Coleman,1983-10-26,462-71-7638,South Dakota
577,574,William Cantrell,1973-08-17,351-80-4706,California
578,607,Donna Carroll,1968-09-16,014-43-9127,Massachusetts
579,157,Tammy Harris,1961-01-26,701-82-8283,Ohio
580,241,Debra Pena,1957-10-16,356-92-9872,Minnesota
581,558,James Reilly,1957-03-01,116-55-7935,South Dakota
582,324,Robert Krause,1957-03-11,048-99-5246,New Mexico
583,183,Chad Crawford,1990-11-05,182-65-0638,Illinois
584,381,Luke Huerta,1986-01-05,121-69-5912,Michigan
585,505,Corey Long,1978-09-06,700-74-9787,Missouri
586,437,Joshua Flores,1987-10-30,521-50-5727,Nebraska
587,135,Jeffery Collins,1993-06-01,333-58-4791,Kentucky
588,27,Michael Clements,1994-01-03,634-52-6223,North Carolina
589,48,Christopher Williams,1977-02-23,139-37-6535,Hawaii
590,286,Laura Mata,1966-10-22,692-08-5794,Alabama
591,308,Jessica Campbell,1968-09-16,500-14-2121,Florida
592,163,Kristy Hebert,1973-11-12,543-40-9892,Washington
593,275,Rachel Silva,1974-11-19,484-82-3474,North Dakota
594,521,Tyrone Dean,1986-01-31,367-14-5932,Virginia
595,53,Angela White,1963-02-17,731-57-2921,Maine
596,539,Teresa Bell,1975-05-12,116-73-1580,Indiana
597,482,Edwin Williams,1981-07-27,696-38-6206,Pennsylvania
598,342,Hannah Hicks,1978-06-05,348-28-9383,Louisiana
599,150,Kevin Rivera,1994-03-14,867-07-8418,Delaware
600,448,Trevor Jones,1959-07-28,340-17-5747,Oregon
601,604,Emily Silva,1989-04-24,248-58-5242,Minnesota
602,154,Emma Thomas,1960-02-25,044-53-2668,North Dakota
603,591,Lisa Myers,1980-07-22,382-24-7446,Wisconsin
604,196,Jennifer King,1975-02-04,843-77-2581,Maryland
605,507,Dylan Walker,1971-11-01,527-92-4143,Georgia
606,409,Andrea Snyder,1981-07-10,063-32-3882,Kentucky
607,629,Samuel Lane,1992-02-09,071-25-2267,Oklahoma
608,305,Jennifer Cameron,1962-05-16,608-50-7541,Oregon
609,297,Rodney Cross,1985-06-14,773-95-4949,Nebraska
610,133,Dustin Brown,1990-12-18,480-31-3364,Oregon
611,125,Krista Mack,1969-09-30,102-27-0563,South Dakota
612,106,Luis Ruiz,1977-02-01,248-33-4894,Nevada
613,335,Cassandra Johnson,1991-12-01,172-44-0203,Alabama
614,648,Ruth Nichols,1990-07-21,746-43-7608,Nebraska
615,332,Pamela Dean,1987-08-15,279-93-3302,Connecticut
616,175,Beth Lee,1961-12-08,191-48-1371,Minnesota
617,104,Christopher Martin,1977-04-26,563-30-9812,Wyoming
618,314,Amanda Johnson,1974-09-03,061-41-7153,Massachusetts
619,551,Joseph Barnett,1959-10-24,559-56-1644,Oregon
620,124,Maria Burns,1979-11-24,714-40-9488,West Virginia
621,8,Kevin Riley,1962-09-05,460-37-5605,West Virginia
622,251,Brian Reyes,1962-07-15,747-56-0510,West Virginia
623,643,Jeffrey Robinson,1958-06-21,055-93-6490,Missouri
624,238,David Gardner,1961-09-05,358-50-8396,Florida
625,303,Tracey Downs,1974-02-28,177-86-4596,New Mexico
626,519,Cody Ramirez,1982-10-15,298-47-7950,Louisiana
627,178,Heather Gray,1981-05-09,655-20-6848,Kansas
628,458,Erika Lewis,1960-02-15,449-09-9111,Colorado
629,207,Ronald Maynard,1978-11-22,734-20-9020,Kentucky
630,598,Ashley Saunders,1991-06-11,174-14-5309,Georgia
631,352,Paul Kaufman,1978-11-02,590-30-0964,Iowa
632,645,Nathan Rosario,1964-06-15,505-75-5027,New York
633,146,Melissa Nguyen,1978-10-06,348-50-1193,Minnesota
634,51,Mitchell Gill,1989-07-27,281-99-7598,Kentucky
635,512,Michael Shaw,1977-04-18,537-54-8249,Oregon
636,467,Crystal Jones,1972-12-20,502-77-8160,Maryland
637,179,Jasmine Harrison,1957-12-04,179-98-0602,West Virginia
638,54,Chase Grant,1985-05-04,721-15-1229,Kansas
639,570,Shawn Kidd,1961-04-10,210-13-4240,Minnesota
640,527,Chris Robinson,1970-01-24,453-27-1013,South Carolina
641,288,Carla Smith,1969-05-05,340-98-6182,Alabama
642,382,Kimberly Burns,1985-01-30,857-45-5610,California
643,408,Lori Sullivan,1992-10-05,682-95-4062,New York
644,147,Jennifer Williams,1994-02-25,464-83-7025,Maine
645,198,John Lamb,1986-03-09,571-58-1494,Colorado
646,194,Joanne Lamb,1974-06-28,313-30-6922,Louisiana
647,206,David Brown,1978-12-27,893-82-4274,Delaware
648,76,Scott Leach,1985-04-03,216-79-5144,Arkansas
649,432,Andrew Tyler,1970-04-08,175-03-3511,Iowa
0,1128,Jessica Sheppard,1970-05-24,223-55-4987,Rhode Island
1,1988,Sarah Rodriguez,1986-07-18,678-02-8700,Wyoming
2,573,Steven Parker,1981-09-20,808-05-5891,Nebraska
3,107,Patricia Bennett,1984-06-08,155-12-0424,Louisiana
4,2040,Lisa Mathis,1957-01-27,408-88-3247,Wisconsin
5,1103,Dale Garza,1982-09-01,543-54-4719,Michigan
6,748,Jeffrey Guerra,1983-10-22,469-87-9519,Vermont
7,1516,Anthony Martinez,1958-01-16,701-53-0874,Oregon
8,1143,Jorge Howard,1982-04-18,610-87-0640,Kentucky
9,1374,Jennifer Austin,1984-04-10,574-74-4858,Washington
10,1517,Calvin Sosa,1969-02-28,149-30-8986,Pennsylvania
11,1649,Isaac Franco,1989-08-29,174-37-3428,North Dakota
12,566,Norman Harris,1981-02-10,360-94-7233,Minnesota
13,965,Becky Carroll,1992-08-16,345-29-3619,Texas
14,277,Kellie Montgomery,1970-03-11,082-18-8490,Maine
15,696,Amber Mullen,1987-05-23,899-02-5573,New Mexico
16,1356,Andrew Bennett,1988-10-02,597-22-5167,Oklahoma
17,1443,Jacob Taylor,1988-10-16,379-42-1835,California
18,1423,Gregory Day,1982-06-07,850-77-9482,Nevada
19,160,Danielle Smith,1972-01-31,517-91-3726,Arizona
20,1540,Nathan Sims,1982-06-29,018-93-4681,Alaska
21,1305,Lisa Lawrence,1957-12-19,628-84-9699,Tennessee
22,299,Kristen Morales,1963-05-17,127-25-4085,South Dakota
23,1285,Lee Terry,1965-02-26,570-90-3702,Maine
24,172,Vincent Williams,1974-03-03,376-46-3233,Oregon
25,1837,James Mcfarland,1992-05-29,468-19-7711,Texas
26,231,Arthur Lawrence,1974-06-11,861-24-4845,South Carolina
27,743,Randy Christian,1962-11-01,228-11-4642,Montana
28,290,Ashley Hurley,1970-08-20,742-95-6712,South Dakota
29,1691,Sarah Stewart,1969-02-02,445-02-1055,Indiana
30,1744,Justin Williams,1976-06-09,156-03-4152,Washington
31,615,Frederick Sanchez,1978-07-21,469-53-8901,Oregon
32,1427,Sarah Baldwin,1964-01-10,632-15-3313,South Carolina
33,252,John Larson,1989-03-13,565-11-9091,Connecticut
34,1418,Christina Nielsen,1957-04-18,835-95-4490,South Dakota
35,732,Jesse Jones,1959-02-14,049-26-5626,Vermont
36,1198,Dorothy Beltran,1986-11-16,613-56-2110,Louisiana
37,2116,Tammy Brock,1992-04-24,803-52-3729,Minnesota
38,946,Melissa Mitchell,1975-03-25,674-12-6449,Kansas
39,921,James Ramirez,1983-06-09,448-30-6140,Florida
40,1706,Benjamin Long,1971-12-25,566-15-4171,North Dakota
41,2039,William Shields,1970-06-19,825-54-4599,Tennessee
42,1378,Crystal Brooks,1962-11-27,414-99-4904,New York
43,772,Richard Gilbert,1962-10-11,228-95-7467,Missouri
44,1558,Beth Davis,1990-11-17,884-76-2566,Delaware
45,14,Tyler Brown,1964-07-13,874-58-0128,Maine
46,513,Melissa Duncan,1985-03-20,599-40-5735,New Hampshire
47,1002,Alexandra Berry,1973-04-10,331-93-4917,California
48,863,Ashley Morgan,1957-01-29,617-59-5705,Maine
49,1026,Matthew Beasley,1969-05-30,584-25-7294,Delaware
50,433,Angela Gregory,1980-05-14,503-35-1822,Arkansas
51,1404,Michelle Smith,1991-05-30,743-54-5222,Idaho
52,657,Kristopher Meyer,1979-04-06,692-07-4588,Colorado
53,1875,Patrick Barron,1985-11-25,483-31-9394,Alaska
54,285,Mike Reeves,1963-02-27,715-61-8915,Georgia
55,875,Heidi Bell,1958-07-05,831-59-9662,Tennessee
56,586,Donald Young,1991-05-31,401-37-9174,Idaho
57,1831,Megan Smith,1989-12-23,613-80-9069,New Hampshire
58,1536,Cheryl Barrera,1975-07-29,610-47-3870,Oregon
59,624,Megan Thomas,1967-07-27,180-52-4278,Alaska
60,596,Lisa Stone,1967-01-02,481-69-2423,Georgia
61,500,Reginald Smith,1976-05-04,612-98-0992,Virginia
62,1954,Deborah Ayers,1980-06-05,078-92-8040,Georgia
63,1118,Steven Roberts,1980-04-10,638-69-1943,West Virginia
64,1112,Savannah Smith,1974-01-29,136-14-3554,Mississippi
65,66,Samantha Thompson,1958-04-11,780-31-8610,Tennessee
66,1997,Lindsay Cruz,1970-03-14,229-35-9234,Maryland
67,1482,Edward Hamilton,1972-08-06,170-47-7328,Nebraska
68,996,Michelle Reed,1991-06-11,201-93-3749,California
69,1015,Jeffrey Donaldson,1984-08-22,471-41-4075,Iowa
70,2079,Brittany Chavez,1982-07-13,430-40-4926,Wyoming
71,23,Christopher Greene,1963-07-15,409-26-3700,Maine
72,1555,Robert Rangel,1963-01-30,500-10-5076,Montana
73,728,Emily Armstrong,1961-11-10,745-41-5902,New Hampshire
74,836,Beth Estrada,1957-12-08,843-64-4848,New York
75,1620,Donna Butler,1963-06-12,281-55-3521,Idaho
76,1597,Cynthia Wells,1990-05-26,508-65-9753,Idaho
77,1270,Steve Medina,1992-11-10,602-80-2125,Ohio
78,1254,Sharon Smith,1973-10-31,670-73-8540,South Carolina
79,579,Samuel Velasquez,1973-12-22,570-74-7602,Mississippi
80,1157,Gabrielle Martinez,1974-12-25,500-67-5050,North Carolina
81,621,Michelle Johnson,1990-11-10,079-69-3933,New Jersey
82,1013,Lauren Scott,1988-08-23,494-23-7641,Nevada
83,1251,Brittany Wagner,1988-01-10,137-55-0524,New Mexico
84,2119,Michael Romero,1988-11-08,348-46-7219,West Virginia
85,776,Jason Kelley,1959-06-16,771-30-3807,Kansas
86,1091,Brad Jackson,1985-12-27,178-50-9351,Maine
87,700,Rodney Jimenez,1976-05-01,125-55-2089,Iowa
88,254,Steven Williams,1972-08-03,559-48-1509,Hawaii
89,1821,Rebecca Sanders,1970-05-02,618-07-7371,North Dakota
90,1595,Harold Potts,1960-04-02,168-28-7308,Maryland
91,1733,Lynn Cortez,1975-04-20,429-13-4492,Ohio
92,1213,Stephanie Sanders,1986-10-27,150-92-4035,Tennessee
93,908,Tyler Bridges,1990-07-23,528-45-1025,Louisiana
94,246,Edward Jones,1972-09-05,075-88-6467,Illinois
95,1125,Bruce Smith,1961-01-21,729-23-4804,Arizona
96,870,Sheila Bradshaw,1969-10-07,502-75-1234,New Hampshire
97,57,Ernest Jenkins,1966-11-20,084-38-5113,Wisconsin
98,430,Lisa Williams,1986-01-21,181-54-0753,Mississippi
99,226,Anna Martinez,1977-03-22,283-87-1449,Idaho
100,444,Lisa Diaz,1975-02-21,177-05-0151,New York
101,612,Amy May,1974-01-05,648-88-4123,New Jersey
102,75,Kathryn Gibson,1960-01-20,856-81-4605,West Virginia
103,26,Timothy Kirby,1972-01-26,581-32-5417,Oregon
104,897,John Chavez,1972-02-14,150-28-4233,Michigan
105,1452,Spencer Cole,1993-10-12,341-04-3934,Nevada
106,419,Aaron Klein,1975-03-08,744-35-9830,Wisconsin
107,1552,Maxwell Anderson,1966-09-18,708-11-5300,Delaware
108,1764,Brian Schultz,1969-11-02,061-96-7839,Massachusetts
109,1920,Heather Kramer,1959-04-14,081-54-2420,Iowa
110,1420,Kimberly Brown,1983-09-16,872-86-7936,Rhode Island
111,1836,Justin Davis,1973-04-30,336-35-0965,Wyoming
112,85,Evan Johnson,1967-03-03,103-62-8890,Texas
113,543,Robert Sanford,1975-09-09,286-91-9997,North Dakota
114,1283,Meagan Lopez,1976-06-08,696-21-7023,Mississippi
115,1539,Shawn Lindsey,1982-10-11,530-79-9646,Kansas
116,972,Emily Johnson,1978-10-15,618-40-3801,New Hampshire
117,1544,Lance Chambers,1990-11-06,299-79-9888,Kansas
118,1669,John Young,1956-11-22,052-60-8229,Alabama
119,927,Marcus Rogers,1976-06-08,592-26-3011,Kentucky
120,1456,Claudia King,1975-06-28,005-47-9304,New Jersey
121,979,David Morton,1983-06-24,596-83-2468,Rhode Island
122,2118,Christine Hines,1964-08-18,094-34-7354,New Jersey
123,1084,Kimberly Rice,1974-10-13,256-99-5904,South Dakota
124,750,Joseph Rose,1965-03-19,626-42-3290,Rhode Island
125,758,Christina Lynn,1976-10-09,286-18-4326,Montana
126,987,Kirk Jones,1969-06-29,764-17-7998,Wisconsin
127,799,John Hughes,1960-10-13,468-31-3398,North Carolina
128,1563,Mariah Brown,1969-05-08,076-37-4973,Maine
129,1359,Anthony Kelly,1993-08-11,546-67-0866,South Dakota
130,1163,Stephanie Hamilton,1957-01-27,777-73-5919,West Virginia
131,1083,Antonio Pitts,1963-08-31,045-09-6298,Florida
132,1514,Michael Rowland,1972-02-07,329-07-1666,Idaho
133,1490,Barbara Mitchell,1967-02-08,073-21-8486,North Carolina
134,353,Lindsey Knight,1990-10-06,296-01-2460,New Jersey
135,1571,Kristi Young,1986-06-19,134-77-2756,Kansas
136,1560,Martha Castillo,1964-05-16,543-11-7382,South Dakota
137,1176,Denise Wilson,1984-10-17,234-31-7310,West Virginia
138,1309,Michelle Taylor,1980-12-14,197-76-5485,Wisconsin
139,694,Christine Miller,1979-11-23,141-47-5053,Texas
140,1728,Thomas Fisher,1959-05-01,692-94-5388,Hawaii
141,1079,Isaac Mathis,1963-04-22,287-38-7781,Arizona
142,1204,Stephanie Welch,1967-08-07,717-03-8938,Louisiana
143,1466,Chelsea Lang,1986-11-05,311-07-7524,Hawaii
144,1255,Christopher Mcguire,1964-07-09,042-09-5513,New York
145,28,Charles Heath,1970-11-19,876-17-8882,Montana
146,1241,Karen Mcgee,1961-11-26,198-73-0476,Virginia
147,2018,Michael Waller,1961-03-28,525-67-3017,Texas
148,1928,Robert Thompson,1970-12-08,739-36-9037,West Virginia
149,1905,Leslie Nichols,1970-12-08,378-58-3232,Minnesota
150,889,Amy Reed,1963-10-22,703-14-1180,New York
151,623,Nicole Harris,1970-01-25,390-88-5820,Missouri
152,1454,James Newman,1994-07-02,892-16-3909,Arkansas
153,1790,Tristan Vasquez,1961-03-30,212-80-1028,Kansas
154,416,Robert Fritz,1966-06-03,189-23-3095,Delaware
155,459,Stephen Foster,1986-07-07,077-13-2622,Colorado
156,1930,David Robertson,1985-11-08,769-49-2514,Mississippi
157,1402,Michael Chang,1983-08-09,322-93-8493,Nevada
158,1682,Amy Martinez,1959-08-02,807-20-1543,West Virginia
159,805,Benjamin Johnson,1974-04-26,661-31-9312,Missouri
160,1767,Anthony Moore,1959-12-22,888-20-1898,Indiana
161,1231,Amy Burns,1960-08-26,452-35-6040,Tennessee
162,1849,Bryan Nelson,1975-04-11,462-29-0949,Illinois
163,1228,Bryan Larsen,1960-10-16,134-48-7673,Ohio
164,1439,Robert Barr,1981-03-26,530-70-5223,Virginia
165,2000,Kathleen Johnson,1985-04-19,499-24-1364,Maine
166,991,Sean Conley,1983-08-02,268-21-5803,Nevada
167,506,Kirsten Ho,1974-11-23,324-05-6496,Maine
168,11,Nicholas Harrison,1958-12-22,074-26-5796,New York
169,451,Cheyenne Downs,1966-11-09,034-43-0100,Rhode Island
170,603,Kevin Manning,1976-04-07,824-51-9575,Montana
171,486,Marie Novak,1961-09-23,805-26-8322,New Jersey
172,186,Derrick Martin,1959-01-21,643-83-7014,New Jersey
173,502,Melissa King,1958-03-25,622-54-3851,Oregon
174,176,Adam Cherry,1981-09-27,381-18-1736,Idaho
175,374,Andrea Mcneil,1986-04-11,686-03-3917,Hawaii
176,545,Alison Torres,1992-01-18,756-29-2807,Oregon
177,1918,Michelle Taylor,1986-02-24,161-78-9645,Minnesota
178,1751,Jesus Young,1966-04-14,727-47-4117,Iowa
179,1183,Cody Smith,1958-05-19,720-20-1743,Georgia
180,200,Jessica Collins,1987-11-12,328-08-1222,Minnesota
181,1511,Kyle Perkins,1966-11-18,596-99-9580,Michigan
182,704,Cindy Sellers,1957-01-14,806-38-1112,Georgia
183,65,Casey Weaver,1991-03-20,152-48-6829,South Carolina
184,2057,Debra Ford,1971-12-11,415-77-4528,Missouri
185,1481,Kathleen Smith,1980-12-31,694-12-3766,Colorado
186,1708,Alexander Collins,1984-05-29,701-01-9653,South Dakota
187,1030,Rebecca Oneal,1975-10-01,656-08-7157,South Carolina
188,914,Angela Wilson,1967-12-19,021-20-6254,Arkansas
189,368,Kelsey Ramirez,1978-11-22,360-11-8811,North Carolina
190,1513,Ivan Hill,1968-08-28,304-56-0083,Ohio
191,1284,Kevin Lane,1982-05-31,376-46-7964,Louisiana
192,1153,Kevin Jimenez,1960-05-24,461-91-4965,Vermont
193,407,Edward Hall,1991-02-24,722-73-0151,North Carolina
194,1219,Lisa Jacobson,1969-12-08,050-81-5217,Connecticut
195,455,Jeremy Perez,1990-06-22,188-39-3952,Texas
196,1625,Morgan Rodriguez,1988-02-13,127-27-9618,North Carolina
197,1090,Matthew Meadows,1974-07-20,112-82-5815,Idaho
198,372,Lisa Stephens,1994-06-22,201-47-6572,Arizona
199,1607,William Wilkerson,1968-11-30,711-59-4399,Georgia
200,148,Kristina Young,1987-09-22,143-01-8377,Iowa
201,1553,Susan Reid,1965-06-26,009-46-2591,New Jersey
202,705,Elizabeth Turner,1967-11-25,758-40-5101,North Carolina
203,1350,Whitney Goodman,1989-02-20,759-55-6689,Indiana
204,292,Erica Thomas,1977-07-29,575-69-0938,Kansas
205,2097,Hailey Riggs,1972-04-01,251-84-2619,Colorado
206,1099,Jeffery Webster,1959-10-23,217-74-3861,Tennessee
207,1959,Elizabeth Anderson,1984-04-21,870-09-1828,Tennessee
208,1651,Jessica Jackson,1985-01-01,751-39-4999,Maryland
209,1034,Jim Williams,1973-11-30,398-18-4033,Delaware
210,1336,Michael Lane,1967-03-09,737-45-2550,Texas
211,2054,Pamela Guerra,1959-07-31,355-19-0796,Alaska
212,1509,Scott Brown,1978-03-28,614-42-6997,Montana
213,131,Alexis Medina,1974-10-03,014-52-2841,Michigan
214,140,Kimberly Robles,1984-08-25,402-13-3199,West Virginia
215,937,Joel Lara,1959-03-06,404-45-1980,Connecticut
216,1277,Chelsea Rivera,1986-02-14,667-80-1067,Michigan
217,720,Brandon Davis,1959-02-06,145-32-9493,Nevada
218,2092,George Summers,1993-09-22,318-72-6604,Nevada
219,729,Heather Martinez,1977-04-08,169-51-3793,Oklahoma
220,1502,Sharon Jones,1986-02-10,847-04-0973,North Dakota
221,786,Gabriela Stewart,1987-07-22,503-75-4654,Wyoming
222,1898,Mary Camacho,1967-08-29,201-60-4308,Oklahoma
223,681,Rebecca Lewis,1981-12-04,325-47-9952,New Jersey
224,2022,Michelle Patel,1959-07-19,205-17-1627,Iowa
225,42,Joel Stanton,1984-11-30,006-25-9603,Rhode Island
226,1527,Carly Robinson,1990-04-07,458-72-8685,Virginia
